"","From","Entry","Gene.Names","Annotation","Organism..ID.","Organism","Function..CC.","Cofactor","Tissue.specificity","Interacts.with","Protein.existence","Allergenic.Properties","Protein.families","Biotechnological.use","Redox.potential","uniprotkb"
"40","O94992","O94992","HEXIM1 CLP1 EDG1 HIS1 MAQ1","5","9606","Homo sapiens (Human)","FUNCTION: Transcriptional regulator which functions as a general RNA polymerase II transcription inhibitor (PubMed:14580347, PubMed:15713661, PubMed:15201869). Core component of the 7SK RNP complex: in cooperation with 7SK snRNA sequesters P-TEFb in a large inactive 7SK snRNP complex preventing RNA polymerase II phosphorylation and subsequent transcriptional elongation (PubMed:12832472, PubMed:14580347, PubMed:15713661, PubMed:15201869). May also regulate NF-kappa-B, ESR1, NR3C1 and CIITA-dependent transcriptional activity (PubMed:15940264, PubMed:15941832, PubMed:17088550). Plays a role in the regulation of DNA virus-mediated innate immune response by assembling into the HDP-RNP complex, a complex that serves as a platform for IRF3 phosphorylation and subsequent innate immune response activation through the cGAS-STING pathway (PubMed:28712728). {ECO:0000269|PubMed:12581153, ECO:0000269|PubMed:12832472, ECO:0000269|PubMed:14580347, ECO:0000269|PubMed:15201869, ECO:0000269|PubMed:15713661, ECO:0000269|PubMed:15940264, ECO:0000269|PubMed:15941832, ECO:0000269|PubMed:17088550, ECO:0000269|PubMed:28712728}.",NA,"TISSUE SPECIFICITY: Ubiquitously expressed with higher expression in placenta. HEXIM1 and HEXIM2 are differentially expressed. Expressed in endocrine tissues. {ECO:0000269|PubMed:12941847, ECO:0000269|PubMed:15713661}.","O60563; P50750; O94992; Q96MH2; Q4G0J3; Q15554","Evidence at protein level",NA,"HEXIM family",NA,NA,"O94992"
"41","P11387","P11387","TOP1","5","9606","Homo sapiens (Human)","FUNCTION: Releases the supercoiling and torsional tension of DNA introduced during the DNA replication and transcription by transiently cleaving and rejoining one strand of the DNA duplex. Introduces a single-strand break via transesterification at a target site in duplex DNA. The scissile phosphodiester is attacked by the catalytic tyrosine of the enzyme, resulting in the formation of a DNA-(3'-phosphotyrosyl)-enzyme intermediate and the expulsion of a 5'-OH DNA strand. The free DNA strand then rotates around the intact phosphodiester bond on the opposing strand, thus removing DNA supercoils. Finally, in the religation step, the DNA 5'-OH attacks the covalent intermediate to expel the active-site tyrosine and restore the DNA phosphodiester backbone (By similarity). Regulates the alternative splicing of tissue factor (F3) pre-mRNA in endothelial cells. Involved in the circadian transcription of the core circadian clock component ARNTL/BMAL1 by altering the chromatin structure around the ROR response elements (ROREs) on the ARNTL/BMAL1 promoter. {ECO:0000250|UniProtKB:Q13472, ECO:0000269|PubMed:14594810, ECO:0000269|PubMed:16033260, ECO:0000269|PubMed:19168442, ECO:0000269|PubMed:22904072, ECO:0000269|PubMed:2833744}.",NA,"TISSUE SPECIFICITY: Endothelial cells. {ECO:0000269|PubMed:19168442}.","P00519; P01106; Q99801; P42768","Evidence at protein level",NA,"Type IB topoisomerase family",NA,NA,"P11387"
"42","Q86Y97","Q86Y97","KMT5C SUV420H2 PP7130","5","9606","Homo sapiens (Human)","FUNCTION: Histone methyltransferase that specifically methylates monomethylated 'Lys-20' (H4K20me1) and dimethylated 'Lys-20' (H4K20me2) of histone H4 to produce respectively dimethylated 'Lys-20' (H4K20me2) and trimethylated 'Lys-20' (H4K20me3) and thus regulates transcription and maintenance of genome integrity (PubMed:24396869, PubMed:28114273). In vitro also methylates unmodified 'Lys-20' (H4K20me0) of histone H4 and nucleosomes (PubMed:24396869). H4 'Lys-20' trimethylation represents a specific tag for epigenetic transcriptional repression. Mainly functions in pericentric heterochromatin regions, thereby playing a central role in the establishment of constitutive heterochromatin in these regions. KMT5C is targeted to histone H3 via its interaction with RB1 family proteins (RB1, RBL1 and RBL2) (By similarity). Facilitates TP53BP1 foci formation upon DNA damage and proficient non-homologous end-joining (NHEJ)-directed DNA repair by catalyzing the di- and trimethylation of 'Lys-20' of histone H4 (PubMed:28114273). May play a role in class switch reconbination by catalyzing the di- and trimethylation of 'Lys-20' of histone H4 (By similarity). {ECO:0000250|UniProtKB:Q6Q783, ECO:0000269|PubMed:24396869, ECO:0000269|PubMed:28114273}.",NA,NA,"Q13185","Evidence at protein level",NA,"Class V-like SAM-binding methyltransferase superfamily, Histone-lysine methyltransferase family, Suvar4-20 subfamily",NA,NA,"Q86Y97"
"43","P11387","P11387","TOP1","5","9606","Homo sapiens (Human)","FUNCTION: Releases the supercoiling and torsional tension of DNA introduced during the DNA replication and transcription by transiently cleaving and rejoining one strand of the DNA duplex. Introduces a single-strand break via transesterification at a target site in duplex DNA. The scissile phosphodiester is attacked by the catalytic tyrosine of the enzyme, resulting in the formation of a DNA-(3'-phosphotyrosyl)-enzyme intermediate and the expulsion of a 5'-OH DNA strand. The free DNA strand then rotates around the intact phosphodiester bond on the opposing strand, thus removing DNA supercoils. Finally, in the religation step, the DNA 5'-OH attacks the covalent intermediate to expel the active-site tyrosine and restore the DNA phosphodiester backbone (By similarity). Regulates the alternative splicing of tissue factor (F3) pre-mRNA in endothelial cells. Involved in the circadian transcription of the core circadian clock component ARNTL/BMAL1 by altering the chromatin structure around the ROR response elements (ROREs) on the ARNTL/BMAL1 promoter. {ECO:0000250|UniProtKB:Q13472, ECO:0000269|PubMed:14594810, ECO:0000269|PubMed:16033260, ECO:0000269|PubMed:19168442, ECO:0000269|PubMed:22904072, ECO:0000269|PubMed:2833744}.",NA,"TISSUE SPECIFICITY: Endothelial cells. {ECO:0000269|PubMed:19168442}.","P00519; P01106; Q99801; P42768","Evidence at protein level",NA,"Type IB topoisomerase family",NA,NA,"P11387"
"44","Q14197","Q14197","MRPL58 DS1 ICT1","5","9606","Homo sapiens (Human)","FUNCTION: Essential peptidyl-tRNA hydrolase component of the mitochondrial large ribosomal subunit. Acts as a codon-independent translation release factor that has lost all stop codon specificity and directs the termination of translation in mitochondrion, possibly in case of abortive elongation. May be involved in the hydrolysis of peptidyl-tRNAs that have been prematurely terminated and thus in the recycling of stalled mitochondrial ribosomes. {ECO:0000269|PubMed:20186120}.",NA,"TISSUE SPECIFICITY: Down-regulated during the in vitro differentiation of HT29-D4 colon carcinoma cells. {ECO:0000269|PubMed:8575443}.",NA,"Evidence at protein level",NA,"Prokaryotic/mitochondrial release factor family, Mitochondrion-specific ribosomal protein mL62 subfamily",NA,NA,"Q14197"
"45","P11387","P11387","TOP1","5","9606","Homo sapiens (Human)","FUNCTION: Releases the supercoiling and torsional tension of DNA introduced during the DNA replication and transcription by transiently cleaving and rejoining one strand of the DNA duplex. Introduces a single-strand break via transesterification at a target site in duplex DNA. The scissile phosphodiester is attacked by the catalytic tyrosine of the enzyme, resulting in the formation of a DNA-(3'-phosphotyrosyl)-enzyme intermediate and the expulsion of a 5'-OH DNA strand. The free DNA strand then rotates around the intact phosphodiester bond on the opposing strand, thus removing DNA supercoils. Finally, in the religation step, the DNA 5'-OH attacks the covalent intermediate to expel the active-site tyrosine and restore the DNA phosphodiester backbone (By similarity). Regulates the alternative splicing of tissue factor (F3) pre-mRNA in endothelial cells. Involved in the circadian transcription of the core circadian clock component ARNTL/BMAL1 by altering the chromatin structure around the ROR response elements (ROREs) on the ARNTL/BMAL1 promoter. {ECO:0000250|UniProtKB:Q13472, ECO:0000269|PubMed:14594810, ECO:0000269|PubMed:16033260, ECO:0000269|PubMed:19168442, ECO:0000269|PubMed:22904072, ECO:0000269|PubMed:2833744}.",NA,"TISSUE SPECIFICITY: Endothelial cells. {ECO:0000269|PubMed:19168442}.","P00519; P01106; Q99801; P42768","Evidence at protein level",NA,"Type IB topoisomerase family",NA,NA,"P11387"
"46","Q92547","Q92547","TOPBP1 KIAA0259","5","9606","Homo sapiens (Human)","FUNCTION: Required for DNA replication. Plays a role in the rescue of stalled replication forks and checkpoint control. Binds double-stranded DNA breaks and nicks as well as single-stranded DNA. Recruits the SWI/SNF chromatin remodeling complex to E2F1-responsive promoters. Down-regulates E2F1 activity and inhibits E2F1-dependent apoptosis during G1/S transition and after DNA damage. Induces a large increase in the kinase activity of ATR (PubMed:16530042). {ECO:0000269|PubMed:10498869, ECO:0000269|PubMed:11395493, ECO:0000269|PubMed:11714696, ECO:0000269|PubMed:12697828, ECO:0000269|PubMed:15075294, ECO:0000269|PubMed:16530042}.",NA,"TISSUE SPECIFICITY: Highly expressed in heart, brain, placenta, lung and kidney. {ECO:0000269|PubMed:9461304}.","P31749; O75419; Q01094; Q9UGU0; Q92547; Q13105; P03120","Evidence at protein level",NA,NA,NA,NA,"Q92547"
"47","P11387","P11387","TOP1","5","9606","Homo sapiens (Human)","FUNCTION: Releases the supercoiling and torsional tension of DNA introduced during the DNA replication and transcription by transiently cleaving and rejoining one strand of the DNA duplex. Introduces a single-strand break via transesterification at a target site in duplex DNA. The scissile phosphodiester is attacked by the catalytic tyrosine of the enzyme, resulting in the formation of a DNA-(3'-phosphotyrosyl)-enzyme intermediate and the expulsion of a 5'-OH DNA strand. The free DNA strand then rotates around the intact phosphodiester bond on the opposing strand, thus removing DNA supercoils. Finally, in the religation step, the DNA 5'-OH attacks the covalent intermediate to expel the active-site tyrosine and restore the DNA phosphodiester backbone (By similarity). Regulates the alternative splicing of tissue factor (F3) pre-mRNA in endothelial cells. Involved in the circadian transcription of the core circadian clock component ARNTL/BMAL1 by altering the chromatin structure around the ROR response elements (ROREs) on the ARNTL/BMAL1 promoter. {ECO:0000250|UniProtKB:Q13472, ECO:0000269|PubMed:14594810, ECO:0000269|PubMed:16033260, ECO:0000269|PubMed:19168442, ECO:0000269|PubMed:22904072, ECO:0000269|PubMed:2833744}.",NA,"TISSUE SPECIFICITY: Endothelial cells. {ECO:0000269|PubMed:19168442}.","P00519; P01106; Q99801; P42768","Evidence at protein level",NA,"Type IB topoisomerase family",NA,NA,"P11387"
"48","Q99608","Q99608","NDN","5","9606","Homo sapiens (Human)","FUNCTION: Growth suppressor that facilitates the entry of the cell into cell cycle arrest. Functionally similar to the retinoblastoma protein it binds to and represses the activity of cell-cycle-promoting proteins such as SV40 large T antigen, adenovirus E1A, and the transcription factor E2F. Necdin also interacts with p53 and works in an additive manner to inhibit cell growth. Also functions as a transcription factor and directly binds to specific guanosine-rich DNA sequences (By similarity). {ECO:0000250}.",NA,"TISSUE SPECIFICITY: Almost ubiquitous. Detected in fetal brain, lung, liver and kidney; in adult heart, brain, placenta, lung, liver, skeletal muscle, kidney, pancreas, spleen, thymus, prostate, testis, ovary, small intestine and colon. Not detected in peripheral blood leukocytes. In brain, restricted to post-mitotic neurons.","Q9Y6B2; P28799; P04792; P42858; I6L9F6; P07196; Q9BPZ3; Q96A49; O76024","Evidence at protein level",NA,NA,NA,NA,"Q99608"
"49","P11387","P11387","TOP1","5","9606","Homo sapiens (Human)","FUNCTION: Releases the supercoiling and torsional tension of DNA introduced during the DNA replication and transcription by transiently cleaving and rejoining one strand of the DNA duplex. Introduces a single-strand break via transesterification at a target site in duplex DNA. The scissile phosphodiester is attacked by the catalytic tyrosine of the enzyme, resulting in the formation of a DNA-(3'-phosphotyrosyl)-enzyme intermediate and the expulsion of a 5'-OH DNA strand. The free DNA strand then rotates around the intact phosphodiester bond on the opposing strand, thus removing DNA supercoils. Finally, in the religation step, the DNA 5'-OH attacks the covalent intermediate to expel the active-site tyrosine and restore the DNA phosphodiester backbone (By similarity). Regulates the alternative splicing of tissue factor (F3) pre-mRNA in endothelial cells. Involved in the circadian transcription of the core circadian clock component ARNTL/BMAL1 by altering the chromatin structure around the ROR response elements (ROREs) on the ARNTL/BMAL1 promoter. {ECO:0000250|UniProtKB:Q13472, ECO:0000269|PubMed:14594810, ECO:0000269|PubMed:16033260, ECO:0000269|PubMed:19168442, ECO:0000269|PubMed:22904072, ECO:0000269|PubMed:2833744}.",NA,"TISSUE SPECIFICITY: Endothelial cells. {ECO:0000269|PubMed:19168442}.","P00519; P01106; Q99801; P42768","Evidence at protein level",NA,"Type IB topoisomerase family",NA,NA,"P11387"
"50","P05412","P05412","JUN","5","9606","Homo sapiens (Human)","FUNCTION: Transcription factor that recognizes and binds to the AP-1 consensus motif 5'-TGA[GC]TCA-3' (PubMed:10995748, PubMed:22083952). Heterodimerizes with proteins of the FOS family to form an AP-1 transcription complex, thereby enhancing its DNA binding activity to the AP-1 consensus sequence 5'-TGA[GC]TCA-3' and enhancing its transcriptional activity (By similarity). Together with FOSB, plays a role in activation-induced cell death of T cells by binding to the AP-1 promoter site of FASLG/CD95L, and inducing its transcription in response to activation of the TCR/CD3 signaling pathway (PubMed:12618758). Promotes activity of NR5A1 when phosphorylated by HIPK3 leading to increased steroidogenic gene expression upon cAMP signaling pathway stimulation (PubMed:17210646). Involved in activated KRAS-mediated transcriptional activation of USP28 in colorectal cancer (CRC) cells (PubMed:24623306). Binds to the USP28 promoter in colorectal cancer (CRC) cells (PubMed:24623306). {ECO:0000250|UniProtKB:P05627, ECO:0000269|PubMed:10995748, ECO:0000269|PubMed:12618758, ECO:0000269|PubMed:17210646, ECO:0000269|PubMed:22083952, ECO:0000269|PubMed:24623306}.",NA,"TISSUE SPECIFICITY: Expressed in the developing and adult prostate and prostate cancer cells. {ECO:0000269|PubMed:24263171, ECO:0000269|PubMed:24559171}.","P78563; Q06481; P05067; P18846; P15336; P18847; P18848; P17544; Q16520; Q8N1L9; Q8N1L9-1; Q9NR55; Q8IWZ6; Q99966; Q9UGL9; O43889; P20042; P14921; P22607; P01100; P15407; P15408; Q9HD26; P06396; P07900; P11142; P10809; P05412; P52292; P53779; P45983; P45983-1; Q9UPY8; Q00987; Q13330; I6L9F6; P07197; O95644; Q13469-2; Q16236; O60829; P27986-2; P48634; P63000; Q8WTV0; Q15796; Q9NRL3; P56279; Q71U36; P07437; Q13885; Q9UMX0; Q99986; P0C746; Q8WQG9; P56671; Q9DGW5","Evidence at protein level",NA,"BZIP family, Jun subfamily",NA,NA,"P05412"
"51","P11387","P11387","TOP1","5","9606","Homo sapiens (Human)","FUNCTION: Releases the supercoiling and torsional tension of DNA introduced during the DNA replication and transcription by transiently cleaving and rejoining one strand of the DNA duplex. Introduces a single-strand break via transesterification at a target site in duplex DNA. The scissile phosphodiester is attacked by the catalytic tyrosine of the enzyme, resulting in the formation of a DNA-(3'-phosphotyrosyl)-enzyme intermediate and the expulsion of a 5'-OH DNA strand. The free DNA strand then rotates around the intact phosphodiester bond on the opposing strand, thus removing DNA supercoils. Finally, in the religation step, the DNA 5'-OH attacks the covalent intermediate to expel the active-site tyrosine and restore the DNA phosphodiester backbone (By similarity). Regulates the alternative splicing of tissue factor (F3) pre-mRNA in endothelial cells. Involved in the circadian transcription of the core circadian clock component ARNTL/BMAL1 by altering the chromatin structure around the ROR response elements (ROREs) on the ARNTL/BMAL1 promoter. {ECO:0000250|UniProtKB:Q13472, ECO:0000269|PubMed:14594810, ECO:0000269|PubMed:16033260, ECO:0000269|PubMed:19168442, ECO:0000269|PubMed:22904072, ECO:0000269|PubMed:2833744}.",NA,"TISSUE SPECIFICITY: Endothelial cells. {ECO:0000269|PubMed:19168442}.","P00519; P01106; Q99801; P42768","Evidence at protein level",NA,"Type IB topoisomerase family",NA,NA,"P11387"
"52","P51957","P51957","NEK4 STK2","5","9606","Homo sapiens (Human)","FUNCTION: Protein kinase that seems to act exclusively upon threonine residues (By similarity). Required for normal entry into proliferative arrest after a limited number of cell divisions, also called replicative senescence. Required for normal cell cycle arrest in response to double-stranded DNA damage. {ECO:0000250|UniProtKB:Q9Z1J2, ECO:0000269|PubMed:22851694}.","COFACTOR: Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000250|UniProtKB:Q9Z1J2};","TISSUE SPECIFICITY: Highest expression in adult heart, followed by pancreas, skeletal muscle, brain, testis, retina, liver, kidney, lung and placenta. Present in most primary carcinomas. {ECO:0000269|PubMed:21685204, ECO:0000269|PubMed:8208544}.",NA,"Evidence at protein level",NA,"Protein kinase superfamily, NEK Ser/Thr protein kinase family, NIMA subfamily",NA,NA,"P51957"
"53","P11387","P11387","TOP1","5","9606","Homo sapiens (Human)","FUNCTION: Releases the supercoiling and torsional tension of DNA introduced during the DNA replication and transcription by transiently cleaving and rejoining one strand of the DNA duplex. Introduces a single-strand break via transesterification at a target site in duplex DNA. The scissile phosphodiester is attacked by the catalytic tyrosine of the enzyme, resulting in the formation of a DNA-(3'-phosphotyrosyl)-enzyme intermediate and the expulsion of a 5'-OH DNA strand. The free DNA strand then rotates around the intact phosphodiester bond on the opposing strand, thus removing DNA supercoils. Finally, in the religation step, the DNA 5'-OH attacks the covalent intermediate to expel the active-site tyrosine and restore the DNA phosphodiester backbone (By similarity). Regulates the alternative splicing of tissue factor (F3) pre-mRNA in endothelial cells. Involved in the circadian transcription of the core circadian clock component ARNTL/BMAL1 by altering the chromatin structure around the ROR response elements (ROREs) on the ARNTL/BMAL1 promoter. {ECO:0000250|UniProtKB:Q13472, ECO:0000269|PubMed:14594810, ECO:0000269|PubMed:16033260, ECO:0000269|PubMed:19168442, ECO:0000269|PubMed:22904072, ECO:0000269|PubMed:2833744}.",NA,"TISSUE SPECIFICITY: Endothelial cells. {ECO:0000269|PubMed:19168442}.","P00519; P01106; Q99801; P42768","Evidence at protein level",NA,"Type IB topoisomerase family",NA,NA,"P11387"
"54","P03081","P03081",NA,"4","1891767","Simian virus 40 (SV40)","FUNCTION: Promotes efficient viral genome replication by accelerating both G1 and S phase progression of the cell cycle. Inhibits host PP2A by binding to the A subunit, thereby displacing lower affinity regulatory B subunit. Inactivation of PP2A in turn results in the transactivation of cyclin A and cyclin D1 promoters. Late during the infection cycle, ST may induce dephosphorylation of host eIF4E-binding protein EIF4EBP1 leading to the inhibition of cap-dependent translation. May establish and maintain high levels of viral genomes during persistent infection in cell culture. {ECO:0000269|PubMed:15680424, ECO:0000269|PubMed:15890927, ECO:0000269|PubMed:17936323, ECO:0000269|PubMed:8794333, ECO:0000269|PubMed:8917510}.",NA,NA,"P30153","Evidence at protein level",NA,NA,NA,NA,"P03081"
"55","P11387","P11387","TOP1","5","9606","Homo sapiens (Human)","FUNCTION: Releases the supercoiling and torsional tension of DNA introduced during the DNA replication and transcription by transiently cleaving and rejoining one strand of the DNA duplex. Introduces a single-strand break via transesterification at a target site in duplex DNA. The scissile phosphodiester is attacked by the catalytic tyrosine of the enzyme, resulting in the formation of a DNA-(3'-phosphotyrosyl)-enzyme intermediate and the expulsion of a 5'-OH DNA strand. The free DNA strand then rotates around the intact phosphodiester bond on the opposing strand, thus removing DNA supercoils. Finally, in the religation step, the DNA 5'-OH attacks the covalent intermediate to expel the active-site tyrosine and restore the DNA phosphodiester backbone (By similarity). Regulates the alternative splicing of tissue factor (F3) pre-mRNA in endothelial cells. Involved in the circadian transcription of the core circadian clock component ARNTL/BMAL1 by altering the chromatin structure around the ROR response elements (ROREs) on the ARNTL/BMAL1 promoter. {ECO:0000250|UniProtKB:Q13472, ECO:0000269|PubMed:14594810, ECO:0000269|PubMed:16033260, ECO:0000269|PubMed:19168442, ECO:0000269|PubMed:22904072, ECO:0000269|PubMed:2833744}.",NA,"TISSUE SPECIFICITY: Endothelial cells. {ECO:0000269|PubMed:19168442}.","P00519; P01106; Q99801; P42768","Evidence at protein level",NA,"Type IB topoisomerase family",NA,NA,"P11387"
"56","D0ZRB2","D0ZRB2","slrP STM14_928","5","588858","Salmonella typhimurium (strain 14028s / SGSC 2262)","FUNCTION: Effector proteins function to alter host cell physiology and promote bacterial survival in host tissues. This protein is an E3 ubiquitin ligase that interferes with host's ubiquitination pathway. Can ubiquitinate both ubiquitin and host TXN (thioredoxin). Leads to significant decrease of thioredoxin activity and increase of host cell death. {ECO:0000250}.",NA,NA,"P10599","Evidence at protein level",NA,"LRR-containing bacterial E3 ligase family",NA,NA,"D0ZRB2"
"57","P11387","P11387","TOP1","5","9606","Homo sapiens (Human)","FUNCTION: Releases the supercoiling and torsional tension of DNA introduced during the DNA replication and transcription by transiently cleaving and rejoining one strand of the DNA duplex. Introduces a single-strand break via transesterification at a target site in duplex DNA. The scissile phosphodiester is attacked by the catalytic tyrosine of the enzyme, resulting in the formation of a DNA-(3'-phosphotyrosyl)-enzyme intermediate and the expulsion of a 5'-OH DNA strand. The free DNA strand then rotates around the intact phosphodiester bond on the opposing strand, thus removing DNA supercoils. Finally, in the religation step, the DNA 5'-OH attacks the covalent intermediate to expel the active-site tyrosine and restore the DNA phosphodiester backbone (By similarity). Regulates the alternative splicing of tissue factor (F3) pre-mRNA in endothelial cells. Involved in the circadian transcription of the core circadian clock component ARNTL/BMAL1 by altering the chromatin structure around the ROR response elements (ROREs) on the ARNTL/BMAL1 promoter. {ECO:0000250|UniProtKB:Q13472, ECO:0000269|PubMed:14594810, ECO:0000269|PubMed:16033260, ECO:0000269|PubMed:19168442, ECO:0000269|PubMed:22904072, ECO:0000269|PubMed:2833744}.",NA,"TISSUE SPECIFICITY: Endothelial cells. {ECO:0000269|PubMed:19168442}.","P00519; P01106; Q99801; P42768","Evidence at protein level",NA,"Type IB topoisomerase family",NA,NA,"P11387"
"58","P14404","P14404","Mecom Evi1 Mds1 Prdm3","5","10090","Mus musculus (Mouse)","FUNCTION: [Isoform 1]: Functions as a transcriptional regulator binding to DNA sequences in the promoter region of target genes and regulating positively or negatively their expression. Oncogene which plays a role in development, cell proliferation and differentiation. May also play a role in apoptosis through regulation of the JNK and TGF-beta signaling. Involved in hematopoiesis. {ECO:0000269|PubMed:15889140, ECO:0000269|PubMed:18619962, ECO:0000269|PubMed:19767769}.; FUNCTION: [Isoform 3]: Displays histone methyltransferase activity and monomethylates 'Lys-9' of histone H3 (H3K9me1) in vitro. Probably catalyzes the monomethylation of free histone H3 in the cytoplasm which is then transported to the nucleus and incorporated into nucleosomes where SUV39H methyltransferases use it as a substrate to catalyze histone H3 'Lys-9' trimethylation. Likely to be one of the primary histone methyltransferases along with PRDM16 that direct cytoplasmic H3K9me1 methylation. {ECO:0000269|PubMed:22939622}.",NA,NA,"P01101; Q9Z2D8; Q9Z2D8-1","Evidence at protein level",NA,NA,NA,NA,"P14404"
"59","P05412","P05412","JUN","5","9606","Homo sapiens (Human)","FUNCTION: Transcription factor that recognizes and binds to the AP-1 consensus motif 5'-TGA[GC]TCA-3' (PubMed:10995748, PubMed:22083952). Heterodimerizes with proteins of the FOS family to form an AP-1 transcription complex, thereby enhancing its DNA binding activity to the AP-1 consensus sequence 5'-TGA[GC]TCA-3' and enhancing its transcriptional activity (By similarity). Together with FOSB, plays a role in activation-induced cell death of T cells by binding to the AP-1 promoter site of FASLG/CD95L, and inducing its transcription in response to activation of the TCR/CD3 signaling pathway (PubMed:12618758). Promotes activity of NR5A1 when phosphorylated by HIPK3 leading to increased steroidogenic gene expression upon cAMP signaling pathway stimulation (PubMed:17210646). Involved in activated KRAS-mediated transcriptional activation of USP28 in colorectal cancer (CRC) cells (PubMed:24623306). Binds to the USP28 promoter in colorectal cancer (CRC) cells (PubMed:24623306). {ECO:0000250|UniProtKB:P05627, ECO:0000269|PubMed:10995748, ECO:0000269|PubMed:12618758, ECO:0000269|PubMed:17210646, ECO:0000269|PubMed:22083952, ECO:0000269|PubMed:24623306}.",NA,"TISSUE SPECIFICITY: Expressed in the developing and adult prostate and prostate cancer cells. {ECO:0000269|PubMed:24263171, ECO:0000269|PubMed:24559171}.","P78563; Q06481; P05067; P18846; P15336; P18847; P18848; P17544; Q16520; Q8N1L9; Q8N1L9-1; Q9NR55; Q8IWZ6; Q99966; Q9UGL9; O43889; P20042; P14921; P22607; P01100; P15407; P15408; Q9HD26; P06396; P07900; P11142; P10809; P05412; P52292; P53779; P45983; P45983-1; Q9UPY8; Q00987; Q13330; I6L9F6; P07197; O95644; Q13469-2; Q16236; O60829; P27986-2; P48634; P63000; Q8WTV0; Q15796; Q9NRL3; P56279; Q71U36; P07437; Q13885; Q9UMX0; Q99986; P0C746; Q8WQG9; P56671; Q9DGW5","Evidence at protein level",NA,"BZIP family, Jun subfamily",NA,NA,"P05412"
"60","A2A935","A2A935","Prdm16 Kiaa1675 Mel1","5","10090","Mus musculus (Mouse)","FUNCTION: Binds DNA and functions as a transcriptional regulator (PubMed:18483224). Displays histone methyltransferase activity and monomethylates 'Lys-9' of histone H3 (H3K9me1) in vitro (PubMed:22939622). Probably catalyzes the monomethylation of free histone H3 in the cytoplasm which is then transported to the nucleus and incorporated into nucleosomes where SUV39H methyltransferases use it as a substrate to catalyze histone H3 'Lys-9' trimethylation (PubMed:22939622). Likely to be one of the primary histone methyltransferases along with MECOM/PRDM3 that direct cytoplasmic H3K9me1 methylation (PubMed:22939622). Functions in the differentiation of brown adipose tissue (BAT) which is specialized in dissipating chemical energy in the form of heat in response to cold or excess feeding while white adipose tissue (WAT) is specialized in the storage of excess energy and the control of systemic metabolism (PubMed:17618855, PubMed:18483224). Together with CEBPB, regulates the differentiation of myoblastic precursors into brown adipose cells (PubMed:18719582, PubMed:19641492). Functions as a repressor of TGF-beta signaling. {ECO:0000269|PubMed:17618855, ECO:0000269|PubMed:18483224, ECO:0000269|PubMed:18719582, ECO:0000269|PubMed:19641492, ECO:0000269|PubMed:22939622}.",NA,"TISSUE SPECIFICITY: Enriched in BAT compared to WAT. Detected in heart, lung, kidney and brain. Expressed in nuclei of cardiomyocytes. {ECO:0000269|PubMed:17618855, ECO:0000269|PubMed:23768516}.","Q5DW34-1","Evidence at protein level",NA,"PRDM16 family",NA,NA,"A2A935"
"61","P05412","P05412","JUN","5","9606","Homo sapiens (Human)","FUNCTION: Transcription factor that recognizes and binds to the AP-1 consensus motif 5'-TGA[GC]TCA-3' (PubMed:10995748, PubMed:22083952). Heterodimerizes with proteins of the FOS family to form an AP-1 transcription complex, thereby enhancing its DNA binding activity to the AP-1 consensus sequence 5'-TGA[GC]TCA-3' and enhancing its transcriptional activity (By similarity). Together with FOSB, plays a role in activation-induced cell death of T cells by binding to the AP-1 promoter site of FASLG/CD95L, and inducing its transcription in response to activation of the TCR/CD3 signaling pathway (PubMed:12618758). Promotes activity of NR5A1 when phosphorylated by HIPK3 leading to increased steroidogenic gene expression upon cAMP signaling pathway stimulation (PubMed:17210646). Involved in activated KRAS-mediated transcriptional activation of USP28 in colorectal cancer (CRC) cells (PubMed:24623306). Binds to the USP28 promoter in colorectal cancer (CRC) cells (PubMed:24623306). {ECO:0000250|UniProtKB:P05627, ECO:0000269|PubMed:10995748, ECO:0000269|PubMed:12618758, ECO:0000269|PubMed:17210646, ECO:0000269|PubMed:22083952, ECO:0000269|PubMed:24623306}.",NA,"TISSUE SPECIFICITY: Expressed in the developing and adult prostate and prostate cancer cells. {ECO:0000269|PubMed:24263171, ECO:0000269|PubMed:24559171}.","P78563; Q06481; P05067; P18846; P15336; P18847; P18848; P17544; Q16520; Q8N1L9; Q8N1L9-1; Q9NR55; Q8IWZ6; Q99966; Q9UGL9; O43889; P20042; P14921; P22607; P01100; P15407; P15408; Q9HD26; P06396; P07900; P11142; P10809; P05412; P52292; P53779; P45983; P45983-1; Q9UPY8; Q00987; Q13330; I6L9F6; P07197; O95644; Q13469-2; Q16236; O60829; P27986-2; P48634; P63000; Q8WTV0; Q15796; Q9NRL3; P56279; Q71U36; P07437; Q13885; Q9UMX0; Q99986; P0C746; Q8WQG9; P56671; Q9DGW5","Evidence at protein level",NA,"BZIP family, Jun subfamily",NA,NA,"P05412"
